Point;A2OFRC;B2OFRC;BELTLL1;DABPRES;DABRAD;DUR;DV;EV1;EV2;EV3;FTRIGG;IP2OFRC;KNEEFRC;PDOF_H;PTFORCE;RIMFRC;S2OFRC;SLIPFRC;STWANGLE;STWCOMP;STWTRANS;YAWSF;Risk(45yrs|2ribfx)(%);LOGIT(risk);L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12
57;0.202;0.354;3.27;1.31;330;126;20.7;-0.309;0.142;1.1;48.7;0.234;14.3;-24.7;1.49;4.37;0.234;0.196;21.3;5.78;12.4;0.00964;0.02;-8.510512586;0.446902821;0.439039245;0.681223301;0.664275698;0.542188575;0.400425866;0.262354733;0.256128632;0.346414675;0.512170233;0.993634947;0.33867301;0.665146112;0.297908322;0.473526306;0.515976502;0.587671576;0.555708213;0.527364947;0.468368176;0.202767923;0.205690973;0.118878554;0.176289934
58;0.244;0.282;3.06;1.6;282;124;58.9;0.262;-1.51;0.35;10.8;0.325;12;-39.3;1.99;2.47;0.259;0.247;23.7;5.64;29.1;0.00765;96.7;3.376966033;3.211509809;1.151021011;1.573147066;2.056865767;1.356576942;1.431585755;1.689239591;2.925435454;2.87028458;3.443429247;0.863969047;0.779192802;0.724897766;0.436522113;0.778906001;1.589724608;0.896276161;0.799732562;0.66851154;0.603932841;0.833515637;0.590869924;0.272813463;0.924541894
59;0.235;0.275;3.71;1.28;358;82.7;23.2;-1.07;0.344;0.0328;36.7;0.237;15.2;-13.2;2.2;3.08;0.237;0.294;23.6;4.98;14.1;0.00304;0.13;-6.64261721;0.626979489;0.610075984;0.851657055;0.864815433;0.675648265;0.507631479;0.309961848;0.428854907;0.488905748;0.423298357;0.554199982;0.40382552;1.250240766;0.415895227;0.498686265;0.612030365;0.739142997;0.741738174;0.734174391;0.678914506;0.439649029;0.276530161;0.304963859;0.291873934
60;0.288;0.275;3.3;1.15;350;120;21.7;2.8;0.792;-0.506;13.3;0.395;4.45;3.41;2.54;2.68;0.291;0.143;24;6.88;11;0.00351;0.01;-9.891656863;0.239133043;0.602379395;0.723385578;0.687982561;0.420365576;0.255559268;0.25587487;0.267094444;0.269119232;0.20223225;0.123580941;0.186651899;0.212256121;0.142485369;0.161641522;0.207110425;0.327072479;0.53007151;0.666898722;0.633116998;0.387811963;0.231182971;0.165556464;0.196690671
61;0.218;0.314;4.02;1.31;323;103;21.1;-0.387;-0.887;-0.101;16;0.242;3.61;2.68;1.96;2.31;0.323;0.155;25.5;4.99;18.2;0.00336;0.02;-8.679711841;0.324570737;0.661468925;0.793730654;0.819167309;0.478257937;0.284876581;0.255805627;0.288290833;0.288331765;0.200923509;0.290431385;0.221293187;0.344985141;0.18703785;0.280693639;0.361801102;0.400316995;0.593935279;0.779446401;0.73548248;0.530109135;0.209378242;0.166820304;0.184346095
62;0.322;0.383;5.05;1.2;316;119;35.6;-0.0912;0.441;-0.951;16.3;0.241;7.79;6.79;2.13;3.63;0.313;0.252;22.7;4.39;11.5;0.00575;2.35;-3.728264381;0.307633914;0.837653037;1.465324406;1.989932545;0.659587467;0.400429266;0.391450338;0.419327524;0.422243681;0.277047022;0.228547235;0.235060044;0.367077137;0.232942891;0.339168264;0.370195648;0.519252848;0.810990203;1.141043846;1.21782925;0.867190305;0.420029229;0.279829558;0.224995962
63;0.308;0.301;5.38;1.5;298;87.7;33;-0.571;-0.0545;0.568;39.1;0.231;13;-10.9;2.19;2.57;0.344;0.161;22.2;3.12;-0.589;0.0106;1.05;-4.546389579;0.935739744;0.667208107;1.467704028;1.301068999;0.977154635;0.800375827;0.430459389;0.518021034;0.61733597;0.600211462;0.677831378;0.504066842;0.861500669;0.459693326;0.740359118;0.841129199;0.951220002;0.94738733;0.914871227;0.971334334;0.687877927;0.287148985;0.187040761;0.278297183
64;0.279;0.341;3.18;1.46;293;103;16;0.191;0.778;-1.29;17.1;0.324;11.5;2.21;1.06;3.06;0.26;0.217;24.2;5.34;14.3;0.00942;0;-12.08698724;0.219352194;0.43122205;0.629094848;0.500431424;0.325716613;0.215686369;0.195055362;0.216258736;0.224267179;0.171632902;0.171059917;0.149632641;0.310810562;0.168967946;0.17388066;0.239618262;0.291757123;0.396433612;0.491661113;0.437017251;0.275761494;0.136287522;0.110551878;0.121842336
65;0.215;0.304;4.1;1.23;346;137;19.2;0.273;-0.386;0.888;70.3;0.291;16.8;-8.71;2.02;3.24;0.282;0.193;21.8;4.89;7.78;0.00605;0;-10.48609012;0.40987758;0.391887408;0.597654982;0.599311991;0.478718942;0.418318342;0.218331628;0.251352903;0.3475114;0.263297441;0.159312575;0.242312998;0.56343968;0.286656595;0.369511312;0.436622929;0.535839703;0.495457323;0.527339289;0.499011111;0.282203732;0.253785425;0.106072065;0.170089433
66;0.236;0.321;3.59;1.22;336;119;35.9;-0.233;2.33;0.00219;24.5;0.393;11.9;7.99;1.77;1.82;0.269;0.213;23.6;5.1;27;0.00703;0.09;-7.01561266;0.343017676;0.705167232;1.010948047;1.145487279;0.615693303;0.460893242;0.340280193;0.37672692;0.354678626;0.259315758;0.248875632;0.214878353;0.563079072;0.32386696;0.406731712;0.469495868;0.538076088;0.636467477;0.802474562;0.785469171;0.664262194;0.276249135;0.242043869;0.204959325
67;0.33;0.248;3.61;1.45;333;87.2;37.2;3.81;0.192;-0.478;74.3;0.295;4.5;-2.95;2.48;3.09;0.298;0.305;23.6;5.38;-23.6;0.00627;44.42;-0.224597193;1.978348941;1.118087955;1.754930243;1.703646593;2.97287982;1.765377074;0.717365509;0.598611264;0.70918249;0.571363;0.256584003;0.717763882;1.851490699;0.874358509;0.899923407;1.343619078;1.497182995;1.270164363;0.827609748;0.855138898;0.440982077;0.536387367;0.312636048;0.492706336
68;0.214;0.391;3.02;1.24;326;105;41.5;-1.11;-1.72;-0.448;15.8;0.342;7.9;8.94;2.35;3.22;0.383;0.18;25.5;5.08;21.5;0.00501;2.18;-3.803129241;0.524865882;0.742333941;1.215242594;1.594829001;0.689358544;0.527081965;0.357407006;0.408971868;0.437026611;0.327819004;0.288246945;0.351788104;0.615939032;0.336041627;0.369353895;0.439914828;0.529517652;0.703487219;1.086609624;1.683911867;1.312887855;0.522795506;0.253258436;0.269059255
69;0.306;0.319;3.67;1.35;352;115;29.7;3.98;-1.4;-0.0631;13.9;0.4;11.5;-6.72;1.85;3.23;0.324;0.127;22.1;5.41;-8.47;0.00493;0.3;-5.814881865;0.325908163;0.624702731;1.522888336;1.121217851;0.587725174;0.487319008;0.369876064;0.364100141;0.413465314;0.31158221;0.213455735;0.250759046;0.455892738;0.230778172;0.301309838;0.370924431;0.498269498;0.699691707;0.864020362;0.933700334;0.661662547;0.291455397;0.145193853;0.14057993
70;0.232;0.242;3.32;1.23;324;79.3;9.9;1.95;-0.558;0.0799;13.7;0.349;6.58;-7.57;2.15;3.65;0.282;0.238;25.4;6;-6.8;0.00603;0;-13.09276181;0.254378607;0.433366653;0.537115289;0.458811084;0.289765489;0.191130338;0.156143541;0.171904813;0.22798623;0.266989972;0.314909173;0.132711802;0.250994763;0.127886666;0.140924915;0.177086424;0.241037225;0.34213441;0.402434077;0.340685388;0.184131449;0.227223686;0.169784925;0.169068389
71;0.278;0.325;3.54;1.28;311;97.9;37.7;2.53;-0.0578;-0.471;11.1;0.208;7.48;-16;1.93;3.2;0.335;0.371;22.5;3.95;22;0.00921;1.54;-4.159780172;0.592800602;0.63809217;1.69314798;1.160465274;0.65900567;0.621738378;0.412734412;0.416072598;0.394451758;0.670999242;1.47048803;0.402626302;0.667170621;0.284924801;0.34182868;0.534841185;0.766039174;0.995173771;1.071398798;0.865533482;0.512765814;0.280927145;0.215017819;0.179613987
72;0.257;0.339;3.3;1.41;356;121;19.7;-0.887;-0.508;-0.416;22.4;0.249;10.6;-33.1;1.57;3.53;0.269;0.097;23.7;5.15;-11.7;0.00654;0.01;-9.744198193;0.44906009;0.362646743;0.595555501;0.48641013;0.399073074;0.300360192;0.259000994;0.325700478;0.443902053;0.663496833;0.857924484;0.203732401;0.51286933;0.201904704;0.370178372;0.469829887;0.470495177;0.412987173;0.364582543;0.302471779;0.167150749;0.191456859;0.14919868;0.140282745
73;0.339;0.228;3.75;1.26;332;120;23.1;0.315;1.26;-0.326;22.6;0.355;6.43;5.59;1.79;1.71;0.361;0.105;24.6;4.44;-26.2;0.00697;0;-10.99717334;0.233310042;0.506802974;0.598354172;0.603123847;0.39967387;0.375534897;0.205390761;0.214277185;0.217084424;0.156126055;0.149088458;0.176718622;0.295010163;0.151159638;0.238699559;0.296592037;0.329441833;0.493004359;0.581111666;0.549127022;0.321377022;0.197382015;0.155223673;0.159138825
74;0.36;0.213;4.78;1.32;349;114;31.2;0.0173;0.437;0.563;12.8;0.215;17.9;-20.1;2.01;2.47;0.305;0.271;23.3;4.78;17.8;0.00807;0.03;-8.045603392;0.637817662;0.524837477;0.780365989;0.695068762;0.531866821;0.395455305;0.329204998;0.400934881;0.510768173;0.730303489;0.888743438;0.204829779;0.577459857;0.261228369;0.42715068;0.570087042;0.634528883;0.6686565;0.613022037;0.492377952;0.246352237;0.244335085;0.281678909;0.209502899
75;0.2;0.399;5.11;1.37;324;105;42.1;-1.65;-1.22;-0.512;36.6;0.392;7.57;-26.1;1.16;2.62;0.286;0.228;22.7;4.11;-12.4;0.00548;37.04;-0.530911733;2.064923942;1.287875697;1.59847457;1.545230113;1.161055546;1.029313169;0.662076892;0.897704717;2.325812913;2.379420772;1.015974395;0.457535917;1.014013868;0.570683787;0.821191724;1.090371795;1.250004955;1.465615444;0.928592496;0.924230553;0.924493093;0.708453869;0.295775081;1.349544153
76;0.309;0.237;2.67;1.32;362;128;40.4;-0.163;-0.716;-0.0745;16.5;0.268;10.2;9.57;1.69;3.22;0.383;0.122;25.3;5.64;18.1;0.00785;0.08;-7.114635083;0.313323713;0.613932544;0.703590224;1.058103517;0.570717594;0.459048431;0.28611517;0.300029758;0.349978451;0.277840276;0.153791427;0.200644624;0.601424044;0.301967771;0.407075789;0.440506032;0.481948117;0.574197806;0.829216;1.097891759;0.757734478;0.342654926;0.231177337;0.237502414
77;0.26;0.313;3.69;1.17;364;91.4;14;0.654;0.411;0.996;19.8;0.399;7.16;5.29;1.27;3.31;0.26;0.248;24.7;5.09;9.89;0.00436;0;-12.23893993;0.219913013;0.452732854;0.568296108;0.536933774;0.331536774;0.231595291;0.19121248;0.203752099;0.203982671;0.157074782;0.238517881;0.191969273;0.320406933;0.157484203;0.242683524;0.266750366;0.309592369;0.378961046;0.463097123;0.41565313;0.273164269;0.202405499;0.134498754;0.120321626
78;0.253;0.39;3.97;1.27;297;138;31.9;0.629;-0.673;-0.981;14.3;0.236;10.2;-2.1;1.56;4.24;0.341;0.269;21.6;5.53;21.5;0.0082;0.09;-7.004350407;0.280617271;0.675200578;1.164355036;1.006934978;0.573771726;0.379707804;0.342140626;0.355149549;0.380712422;0.284135272;0.170792604;0.206125597;0.326496596;0.213974807;0.216281321;0.283893757;0.497882115;0.77981092;0.883282162;0.764635531;0.514231576;0.210722419;0.210123602;0.134645286
79;0.392;0.284;3.73;1.35;324;105;22.8;0.202;1.06;-0.23;32;0.275;9.34;-5.33;1.59;3.22;0.285;0.0124;24.2;4.55;1.44;0.0077;0.01;-9.849839059;0.325788511;0.485766586;0.675448077;0.684616668;0.536828861;0.393502973;0.251096999;0.265365513;0.286721042;0.246032514;0.194809795;0.180429756;0.507308403;0.286184251;0.442517456;0.491051888;0.54427837;0.53801653;0.588223431;0.538888108;0.346858497;0.217516278;0.158629869;0.17848931
80;0.333;0.378;4.12;1.34;343;122;22.8;-0.158;-0.433;-1.15;9.89;0.341;6.39;9.76;2.4;3.17;0.365;0.195;23.6;3.89;12.7;0.00403;0;-10.66730738;0.262248353;0.556886243;0.671325903;0.645842496;0.38351214;0.248295534;0.210375199;0.231588585;0.266583916;0.190319389;0.226936652;0.157100358;0.28630991;0.153639168;0.269606244;0.374353887;0.372740789;0.461141346;0.572085939;0.523609901;0.321110361;0.230577053;0.234317756;0.191239454
81;0.306;0.306;5.01;1.28;346;114;15.7;0.441;-0.0219;-0.337;23.2;0.375;7.5;-14.2;1.8;1.83;0.318;0.208;21.6;3.74;2.74;0.0047;0;-12.28281152;0.271615293;0.409667846;0.526158931;0.435114792;0.357011775;0.249397568;0.219133194;0.266956445;0.394300697;0.435554236;0.280694384;0.134890073;0.376201537;0.152022741;0.254732068;0.358327921;0.391766801;0.391505426;0.42093494;0.343082426;0.180969283;0.198968314;0.116964243;0.157877209
82;0.276;0.326;3.57;1.24;321;112;20.2;-1.43;0.0911;0.183;51.4;0.344;10.8;-2.67;2.09;3.75;0.359;0.19;23.2;6.75;-26.6;0.00839;0.01;-9.205124498;0.376839191;0.47586984;0.710802898;0.745664258;0.487072626;0.457046507;0.267235888;0.295492448;0.326892245;0.307857152;0.224854494;0.341880904;0.551737193;0.293265563;0.444750721;0.470122416;0.546008209;0.579909561;0.688156346;0.64677773;0.417836197;0.280886889;0.154160871;0.219812617
83;0.231;0.385;3.87;1.31;344;132;15.5;1.21;0.0275;-1.07;8.27;0.352;5.57;-19.4;2.04;3.71;0.361;0.165;25.3;4.09;-29.1;0.00895;0;-12.76343475;0.249350187;0.402780715;0.589315267;0.417930679;0.315240747;0.220445287;0.223653764;0.254476024;0.401138281;0.433910219;0.212732865;0.120833435;0.265708426;0.150438864;0.141006475;0.160285761;0.25053164;0.333397021;0.367948296;0.253799395;0.147186569;0.180068647;0.108150789;0.174878573
84;0.37;0.303;2.98;1.41;347;125;78.2;-1.71;1.11;0.204;5.83;0.304;12.5;-30.8;2.21;2.93;0.205;0.148;23;7.43;0.748;0.00819;85.74;1.7926348;1.802819036;0.667488528;1.45583814;1.378100738;1.035574544;1.389101427;1.844178326;3.003889509;2.542244457;3.098717518;2.340024896;0.515580503;1.71648711;0.498741027;0.755861122;0.919156335;0.890047476;0.875419285;0.847728178;1.173786912;0.730824098;0.503683276;0.330319256;0.736056129
85;0.323;0.311;4.67;1.26;332;98.9;60;-0.531;0.107;0.866;8.4;0.259;3.33;4.24;2.14;3.26;0.235;0.101;25.4;4.47;-14.6;0.00707;89.28;2.118363523;0.787177868;1.09739434;2.200097963;2.498530224;1.315235905;0.866583362;0.527438056;0.530705461;0.52985996;0.453373278;0.273735123;0.408708304;0.621214462;0.42959312;0.476495409;0.568735367;0.748068467;1.238148287;2.030257136;3.144165501;3.612730652;1.201223768;0.261675031;0.447103428
86;0.321;0.257;4.46;1.34;319;85.2;31.9;-0.58;1.38;0.665;7.84;0.374;9.26;-0.81;2.71;1.75;0.344;0.17;23.7;4.5;13.9;0.00602;1.5;-4.18424153;0.329316687;0.811938103;1.536840759;1.789092645;0.783943012;0.487891166;0.362899341;0.362609886;0.417903578;0.28398789;0.255567441;0.244660722;0.52223606;0.282317982;0.433054334;0.487465691;0.554066477;0.746515812;0.983548537;1.060318947;0.767707219;0.325370557;0.234372867;0.210827938
87;0.294;0.205;3.75;1.38;347;109;30.4;-2.71;-1.78;0.31;25.3;0.332;15;-10.6;2.09;3.82;0.357;0.208;21.3;5.27;-21.9;0.00651;0.22;-6.104737234;0.396951102;0.641399529;1.24039799;1.107869204;0.738940202;0.633950904;0.395901874;0.374580408;0.425984105;0.566990487;0.465338957;0.294695306;0.812035426;0.436723605;0.581517536;0.682019861;0.722806854;0.750474352;0.824975036;0.813671481;0.626323046;0.316170952;0.31114216;0.212870282
88;0.256;0.279;4.48;1.06;324;99.2;23.3;2.12;0.67;0.3;85.7;0.266;14.7;-21;2.93;4.52;0.38;0.179;25.5;4.29;23.8;0.0054;0.02;-8.799232069;0.643368205;0.408632914;0.414109789;0.400543492;0.410685362;0.642800424;0.730635459;0.60985228;0.51196171;0.620711036;0.664586201;0.312748202;0.718122441;0.494696619;0.47960747;0.538293924;0.465459563;0.304366462;0.284641352;0.394935627;0.374146085;0.291873794;0.260782079;0.51973993
89;0.312;0.356;4.1;1.5;329;117;52.3;-0.999;1.33;-0.719;62.3;0.287;12.1;6.67;2.47;2.92;0.249;0.0817;23.4;3.63;-20;0.00148;97.32;3.592993053;2.180013247;2.751683444;7.650913298;3.219484538;1.980752312;2.29593534;0.830107369;0.653978763;0.604922557;0.580560789;0.930260774;0.54159197;1.737040654;0.824027602;0.804396346;1.278042607;2.131078765;1.14020817;0.721972622;0.67282063;0.504125562;0.522318576;0.20047389;0.460157823
90;0.362;0.282;3.09;1.38;350;94.1;27.9;-3.49;1.5;-1.18;18.7;0.202;4.69;-22.2;2.14;2.37;0.205;0.161;25.7;5.64;-7.77;0.00527;0.1;-6.938861223;0.643648906;0.547516299;0.806893036;0.833272748;0.715067191;0.548958918;0.340040051;0.354425376;0.617881911;0.367257115;0.832896866;0.752360793;0.957394391;0.412572967;0.596137112;0.641500531;0.697901426;0.724876765;0.728564383;0.670072343;0.384685933;0.282392651;0.326966564;0.278547406
91;0.375;0.277;4.15;1.29;314;122;13.8;-0.152;-1.5;0.603;12.6;0.23;5.94;-26;1.5;1.82;0.256;0.228;21.8;5.08;-15.4;0.00789;0;-12.05900406;0.231597875;0.391266076;0.601598015;0.44470015;0.326148141;0.24483297;0.247325329;0.280816853;0.430671172;0.549475942;0.302695483;0.109905086;0.275040092;0.155352184;0.14311613;0.174541306;0.267054909;0.355354045;0.411439314;0.335229887;0.152563315;0.182162831;0.106132275;0.117503386
92;0.293;0.361;4.71;1.36;294;82.3;10.9;0.79;-1.58;-0.0225;4.98;0.265;13.8;-4.2;2.07;2.71;0.343;0.0873;21.7;4.18;-21.2;0.00574;0;-13.14953484;0.246538036;0.42892294;0.56402036;0.454212492;0.282118097;0.180226157;0.158021203;0.163399416;0.193090399;0.222138735;0.277416338;0.138717482;0.229272177;0.117778697;0.125104701;0.148362364;0.226239697;0.323052634;0.39600553;0.353431748;0.185900333;0.145040383;0.137812702;0.158272637
93;0.37;0.268;4.58;1.38;348;139;34.8;3;-0.0678;-1.16;34.1;0.323;9.76;-37.8;1.45;1.99;0.235;0.248;23.3;3.68;-1.45;0.00622;5;-2.945138426;1.523396093;0.886096898;0.706049427;0.731490413;0.629909011;0.749599468;0.624718377;1.394419465;2.18394585;1.386453491;0.48970473;0.254877144;0.734351063;0.357425329;0.663418183;0.708323065;0.662824744;0.547471689;0.386726577;0.35962353;0.447771652;0.358877867;0.190680206;0.482049957
94;0.253;0.271;5.42;1.38;341;126;13.6;0.961;0.0162;-1.16;39.5;0.389;6.22;5.33;1.84;2.17;0.292;0.105;21.2;4.69;3.89;0.00742;0;-12.30961942;0.28989038;0.370162586;0.476488983;0.501822308;0.455837324;0.349715864;0.215990213;0.152303535;0.161037303;0.209074351;0.110540376;0.11269314;0.357163092;0.162209594;0.329246069;0.464529032;0.455722399;0.385854137;0.34429126;0.305524236;0.1739642;0.183032593;0.117999234;0.181594002
95;0.302;0.345;3.34;1.39;319;88.3;48.8;-1.89;-0.964;1.05;29.6;0.334;15.1;-4.24;2.2;0.677;0.374;0.192;23.9;6.45;-27.3;0.00583;7.73;-2.479711032;0.793104712;0.615331996;1.530706976;1.716074161;1.259583142;1.173668448;0.506118406;0.543964142;0.561126182;0.581318513;0.411997037;0.622521807;1.457849611;0.544922939;0.737615442;0.845076889;0.97331563;1.070086658;1.55106578;1.685071923;1.003064867;0.371873798;0.245931069;0.304640434
96;0.341;0.312;4.07;1.27;324;125;17.5;-0.687;1.24;0.328;41.3;0.358;7.95;-17;1.22;3.77;0.211;0.222;21.5;4.93;7.04;0.00539;0;-10.94155599;0.32110808;0.370201259;0.602344004;0.57220622;0.450842641;0.318340492;0.227124989;0.213739625;0.305016292;0.505475607;0.415353151;0.133258663;0.486315414;0.22225061;0.383219426;0.426724367;0.464725029;0.461998489;0.457463181;0.40774704;0.198190054;0.208995258;0.116355799;0.137713982
97;0.295;0.384;4.94;1.36;335;100;20.4;-0.496;-2.27;0.472;14.5;0.339;9.8;-2.43;1.68;2.28;0.378;0.284;23.2;3.18;-8.6;0.00524;0.02;-8.543642515;0.261968095;0.660606893;0.867366232;0.822311919;0.512414286;0.374004198;0.274263532;0.334658753;0.363820861;0.30183061;0.378539879;0.210247212;0.407984899;0.219998462;0.307959714;0.420753518;0.48009418;0.605027936;0.723131141;0.69818031;0.525508542;0.224200357;0.161115953;0.148419896
98;0.242;0.239;3.79;1.2;373;101;30.7;-4.65;-0.287;-0.365;28.5;0.271;6.35;-11.9;1.93;3.99;0.318;0.399;24.4;5.33;25.9;0.00842;0.74;-4.897675905;0.677144062;0.677546998;1.454137266;1.076346729;0.727385096;0.749780284;0.478034653;0.419616885;0.480029685;0.561712682;0.898909941;0.423315587;1.096520852;0.42353156;0.552272564;0.702740485;0.851638615;0.950158481;0.983842276;0.971812941;0.663897349;0.354392384;0.265568658;0.252892054
99;0.241;0.309;4.11;1.27;321;75.4;39;0.106;0.0825;0.951;23.5;0.376;11.2;-0.62;2.19;1.75;0.394;0.282;25.4;4.19;-22.7;0.00715;9.85;-2.215033352;0.531940022;0.721308589;1.950352639;2.169303223;1.031589601;0.7532408;0.496361777;0.562261837;0.504582794;0.409618951;0.303696282;0.444848184;0.918427948;0.426869979;0.566325989;0.591194257;0.697372388;0.86437827;1.36031853;1.562896371;1.127064787;0.440268265;0.241250102;0.232047238
100;0.226;0.223;5.32;1.16;322;138;32.5;-1.73;0.435;0.382;15.4;0.28;4.1;-14.5;2.06;1.41;0.267;0.0365;25;3.1;-23.3;0.00453;0.08;-7.08762221;0.370661332;0.668670656;0.980166811;0.82248114;0.540308375;0.408837246;0.318830274;0.300017605;0.347306486;0.510035409;0.236549438;0.23513264;0.409514736;0.227279402;0.236641476;0.28801267;0.463805906;0.762014557;1.023452822;0.995991472;0.583378505;0.234601228;0.187184475;0.188286812
101;0.304;0.342;2.26;1.29;357;117;59.6;-0.929;-0.176;0.449;16.5;0.283;6.55;6.25;2.74;3.04;0.372;0.0991;23.3;5.85;2.1;0.00767;10.06;-2.190943901;0.658658147;0.835190248;1.372795179;2.207015082;0.729994383;0.782903843;0.502877077;0.472733751;0.430960627;0.386319426;0.245105405;0.295146462;0.895199832;0.427066628;0.495403912;0.571722444;0.666632131;0.792075135;1.134293899;1.902396232;1.644298993;0.591938011;0.198952551;0.343745551
102;0.341;0.201;3.72;1.28;348;136;44.4;-3.77;-0.196;1.42;12.9;0.249;3.42;4.46;1.37;3.7;0.371;0.323;21.7;5.56;-11.4;0.00736;10.7;-2.122308089;0.334388996;0.769794732;1.653125137;1.872600242;1.020551659;0.759564992;0.424067443;0.420318218;0.476380577;0.384321716;0.260536419;0.264341757;0.631787069;0.386249064;0.474225916;0.559494272;0.658479612;0.873818062;1.542618871;1.935184002;1.705368608;0.656486256;0.309982081;0.25233468
103;0.381;0.352;3.94;1.32;337;103;26;1.73;0.49;0.679;10.3;0.37;6.28;-22.8;1.91;2.63;0.22;0.221;24.2;4.53;-21.5;0.00315;0.11;-6.792784618;0.482268818;0.531253684;1.319790538;0.74854265;0.539580826;0.435440522;0.340393931;0.36943676;0.517776841;0.798547175;0.757290376;0.175374583;0.411749491;0.236489181;0.257180119;0.368392258;0.603370741;0.763776526;0.810442958;0.678499369;0.375336339;0.226681819;0.256381184;0.169639336
104;0.275;0.228;1.97;1.36;352;104;19.7;0.0606;-0.483;-0.0958;29.9;0.385;6.83;-6.97;1.92;3.29;0.214;0.32;24.2;6.12;-21.6;0.00318;0;-10.65838027;0.261891074;0.434922846;0.571601745;0.616434077;0.50116065;0.337398145;0.241967733;0.227429904;0.282839593;0.312649785;0.286387559;0.176868099;0.435607973;0.249402807;0.444631325;0.496619521;0.526077021;0.5053801;0.524787232;0.448184693;0.279530277;0.281153852;0.175011647;0.180477474
105;0.27;0.292;5.05;1.11;336;98.8;34.2;3.61;2.01;1.14;6.1;0.336;18.5;5.57;0.801;4.11;0.39;0.0315;24;5.02;-9.44;0.0124;6.02;-2.749048377;0.285694189;0.917823333;1.817271672;2.180397138;0.933969207;0.597287575;0.39331927;0.420143176;0.443780283;0.372630125;0.29112061;0.376525871;0.387195451;0.278000091;0.312551158;0.401137257;0.497646257;0.654976908;0.866943412;1.391687151;1.132841595;0.439944351;0.157488487;0.191117602
106;0.347;0.364;4.22;1.23;353;115;18.7;0.517;1.03;0.505;23.6;0.218;8.65;3.27;1.5;4.54;0.319;0.431;25.5;3.65;3.58;0.00462;0;-11.5462164;0.244897185;0.454242341;0.60354392;0.555969821;0.370538561;0.234485115;0.213348307;0.234038522;0.249918108;0.180530618;0.207413966;0.155221007;0.361145847;0.172161032;0.278004538;0.349271204;0.352911535;0.474011665;0.52815387;0.435416587;0.273516052;0.234848005;0.180147623;0.145430863
